opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,industry,series,sales_price,product_series,regional_office,won,amount,amount_log,days_to_deadline,deadline_urgency,priority_encoded,employee_win_rate,employee_experience,is_repeat_customer,industry_win_rate,amount_vs_industry_avg,amount_x_win_rate,industry_encoded,product_series_encoded,regional_office_encoded,team_size
IU8V0BZK,Marty Freudenburg,GTX Plus Basic,Finhigh,Won,2016-11-17,2017-03-17,903.0,finance,finance,GTX,1096.0,GTX,Central,1,903.0,6.806829360392176,120,0,1,0.6288659793814433,194,1,0.6117455138662317,0.3742561043056365,4.280583412205389,2,1,0,14
XY42936P,Maureen Marcano,GTX Plus Basic,Finjob,Won,2016-11-17,2017-03-13,1180.0,employment,employment,GTX,1096.0,GTX,West,1,1180.0,7.074116816197362,116,0,1,0.6995305164319249,213,1,0.6258741258741258,0.5114774769859385,4.948560589734305,0,1,2,50
XRN54MBM,Niesha Huffines,GTX Basic,Ron-tech,Won,2016-11-17,2017-03-05,487.0,medical,medical,GTX,550.0,GTX,Central,1,487.0,6.1903154058531475,108,0,0,0.6,175,1,0.6231578947368421,0.2125714180693746,3.714189243511888,4,1,0,9
2V848WZD,Lajuana Vencill,MG Advanced,Stanredtax,Won,2016-11-18,2017-03-04,3180.0,finance,finance,MG,3393.0,MG,Central,1,3180.0,8.064950891749143,106,0,1,0.5497835497835498,231,1,0.6117455138662317,1.3179783075215106,4.43397733009585,2,2,0,26
ONYNTUCG,Darcel Schlecht,GTXPro,Funholding,Lost,2016-11-19,2017-03-17,64.0,finance,finance,,0.0,Other,Central,0,64.0,4.174387269895637,118,0,0,0.6311030741410488,553,1,0.6117455138662317,0.026525349585338576,2.6344686386863962,2,3,0,2
HIOHX80Y,Darcel Schlecht,MG Advanced,Gogozoom,Won,2016-11-19,2017-03-18,3563.0,telecommunications,telecommunications,MG,3393.0,MG,Central,1,3563.0,8.1786387885907,119,0,2,0.6311030741410488,553,1,0.625,1.5109363607957507,5.161564081768814,9,2,0,20
LPKT07PV,Boris Faz,GTXPro,Opentech,Won,2016-11-20,2017-03-23,4704.0,finance,finance,,0.0,Other,East,1,4704.0,8.45638105201948,123,0,2,0.6601307189542484,153,1,0.6117455138662317,1.9496131945223854,5.582316903620703,2,3,1,28
WPB2SLIG,Donn Cantrell,GTX Plus Pro,Silis,Won,2016-11-20,2017-03-14,5585.0,medical,medical,GTX,5482.0,GTX,East,1,5585.0,8.628018746505122,114,0,2,0.5745454545454546,275,1,0.6231578947368421,2.437805687715518,4.957188952537488,4,1,1,47
XUSUEAV7,Elease Gluck,GTK 500,Zoomit,Won,2016-11-20,2017-03-09,25897.0,entertainment,entertainment,GTK,26768.0,GTK,West,1,25897.0,10.161921024628786,109,0,2,0.6349206349206349,126,1,0.6467661691542289,10.134637943438124,6.452013348970657,1,0,2,7
3TYPII47,Kami Bicknell,GTX Plus Basic,Goodsilron,Won,2016-11-20,2017-03-03,1207.0,marketing,marketing,GTX,1096.0,GTX,West,1,1207.0,7.0967213784947605,103,0,1,0.6397058823529411,272,1,0.6484751203852327,0.5582010444542597,4.539814411242971,3,1,2,44
7WAX8Z8O,Lajuana Vencill,MG Advanced,Cancity,Lost,2016-11-20,2017-03-08,4904.0,retail,retail,MG,3393.0,MG,Central,0,4904.0,8.498010371999463,108,0,2,0.5497835497835498,231,1,0.6306235201262825,2.058627484047659,4.67206630841529,5,2,0,8
MYDUMR3R,Lajuana Vencill,GTX Basic,Rangreen,Won,2016-11-20,2017-03-04,559.0,technolgy,technolgy,GTX,550.0,GTX,Central,1,559.0,6.327936783729195,104,0,0,0.5497835497835498,231,1,0.6342155009451795,0.24025117785319144,3.478995547764536,8,1,0,47
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,2016-11-20,2017-03-09,1033.0,marketing,marketing,GTX,1096.0,GTX,Central,1,1033.0,6.9411900550683745,109,0,1,0.6,175,1,0.6484751203852327,0.4777312998519057,4.164714033041024,3,1,0,35
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,2016-11-21,2017-03-21,462.0,software,software,GTX,550.0,GTX,East,1,462.0,6.137727054086234,120,0,0,0.5745454545454546,275,1,0.6392045454545454,0.19574998736118368,3.5264031801659095,7,1,1,14
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,2016-11-21,2017-03-01,3141.0,services,services,MG,3393.0,MG,West,0,3141.0,8.052614818815567,100,0,1,0.7039473684210527,152,1,0.6335227272727273,1.3731164594094132,5.66861701061359,6,2,2,17
GIUUTBXM,Kary Hendrixson,GTXPro,Y-corporation,Won,2016-11-21,2017-03-14,5539.0,employment,employment,,0.0,Other,West,1,5539.0,8.61974977974133,113,0,2,0.6238805970149254,335,1,0.6258741258741258,2.4009099534111127,5.377694638704292,0,3,2,36
MFX2LR1Q,Lajuana Vencill,MG Advanced,Ron-tech,Won,2016-11-21,2017-03-15,3573.0,medical,medical,MG,3393.0,MG,Central,1,3573.0,8.181440695719374,114,0,2,0.5497835497835498,231,1,0.6231578947368421,1.559584551872434,4.498021508036193,4,2,0,50
DUHE9FLY,Marty Freudenburg,GTXPro,Conecom,Won,2016-11-21,2017-03-01,4926.0,technolgy,technolgy,,0.0,Other,Central,1,4926.0,8.502485562543963,100,0,2,0.6288659793814433,194,1,0.6342155009451795,2.117132919686621,5.346923910465791,8,3,0,40
96BSG7R1,Zane Levy,GTX Plus Basic,Sunnamplex,Lost,2016-11-21,2017-03-17,4695.0,marketing,marketing,GTX,1096.0,GTX,West,0,4695.0,8.454466361507933,116,0,2,0.6168582375478927,261,1,0.6484751203852327,2.17129569487386,5.215207219167729,3,1,2,4
7FQMSWIX,Corliss Cosme,MG Special,Bioplex,Won,2016-11-22,2017-03-04,62.0,medical,medical,MG,55.0,MG,East,1,62.0,4.143134726391533,102,0,0,0.6550218340611353,229,1,0.6231578947368421,0.027062480329160626,2.713843707243362,4,2,1,2
C20AVXN7,Darcel Schlecht,GTXPro,Gogozoom,Won,2016-11-22,2017-03-14,4359.0,telecommunications,telecommunications,,0.0,Other,Central,1,4359.0,8.38022733634308,112,0,2,0.6311030741410488,553,1,0.625,1.8484904846221377,5.28878723396697,9,3,0,6
GS1QVWCR,Kami Bicknell,GTX Basic,Plusstrip,Won,2016-11-22,2017-03-31,566.0,entertainment,entertainment,GTX,550.0,GTX,West,1,566.0,6.340359303727752,129,0,0,0.6397058823529411,272,1,0.6467661691542289,0.22150075591713242,4.0559651428258405,1,1,2,42
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,2016-11-22,2017-03-03,508.0,retail,retail,GTX,550.0,GTX,Central,1,508.0,6.2324480165505225,101,0,0,0.6288659793814433,194,1,0.6306235201262825,0.21325097102288146,3.919374525871978,5,1,0,4
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,2016-11-22,2017-03-20,2590.0,finance,finance,MG,3393.0,MG,East,0,2590.0,7.85979918056211,118,0,1,0.6446280991735537,121,1,0.6117455138662317,1.0734477410316705,5.066647405651608,2,2,1,29
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,2016-11-22,2017-03-11,51.0,software,software,MG,55.0,MG,Central,1,51.0,3.9512437185814275,109,0,0,0.6666666666666666,264,1,0.6392045454545454,0.021608764838572225,2.634162479054285,7,2,0,18
B6B0PNR2,Vicki Laflamme,GTXPro,Dalttechnology,Won,2016-11-22,2017-03-05,4899.0,software,software,,0.0,Other,West,1,4899.0,8.496990484098719,103,0,2,0.6368876080691642,347,1,0.6392045454545454,2.0757125283169673,5.411627945204083,7,3,2,26
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2016-11-23,2017-03-03,5790.0,employment,employment,GTX,5482.0,GTX,East,1,5790.0,8.66406026722579,100,0,2,0.6550218340611353,229,1,0.6258741258741258,2.509707281142868,5.6751486466544465,0,1,1,44
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2016-11-23,2017-03-30,1196.0,retail,retail,MG,55.0,MG,East,0,1196.0,7.087573705557973,127,0,1,0.5745454545454546,275,1,0.6306235201262825,0.5020633097310359,4.072133256284217,5,2,1,34
513DPFX5,Gladys Colclough,GTXPro,Codehow,Won,2016-11-23,2017-03-03,4438.0,software,software,,0.0,Other,Central,1,4438.0,8.398184404834035,100,0,2,0.5818965517241379,232,1,0.6392045454545454,1.880386242227128,4.886874545916356,7,3,0,10
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2016-11-23,2017-03-17,2972.0,finance,finance,MG,3393.0,MG,Central,1,2972.0,7.997326822998097,114,0,1,0.5818965517241379,232,1,0.6117455138662317,1.23177092136916,4.653616901313548,2,2,0,36
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,2016-11-23,2017-03-01,523.0,employment,employment,GTX,550.0,GTX,West,1,523.0,6.261491684321042,98,0,0,0.5726872246696035,227,1,0.6258741258741258,0.22669722073190324,3.585876294985619,0,1,2,14
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2016-11-24,2017-03-25,3647.0,employment,employment,MG,3393.0,MG,Central,1,3647.0,8.201934351194222,121,0,2,0.6190476190476191,336,1,0.6258741258741258,1.5808121682777267,5.0773879316916615,0,2,0,31
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2016-11-24,2017-03-01,4200.0,finance,finance,MG,3393.0,MG,East,1,4200.0,8.343077871169383,97,0,2,0.6245210727969349,261,1,0.6117455138662317,1.7407260665378441,5.210427942531071,2,2,1,48
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2016-11-24,2017-03-28,1059.0,telecommunications,telecommunications,GTX,1096.0,GTX,West,1,1059.0,6.966024187106113,124,0,1,0.6397058823529411,272,1,0.625,0.4490826848393769,4.4562066491046455,9,1,2,15
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2016-11-24,2017-03-05,60.0,software,software,GTX,1096.0,GTX,Central,0,60.0,4.110873864173311,101,0,0,0.6288659793814433,194,1,0.6392045454545454,0.025422076280673205,2.585188718706928,7,1,0,8
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,2016-11-24,2017-03-02,57.0,software,software,MG,55.0,MG,Central,1,57.0,4.060443010546419,98,0,0,0.6666666666666666,264,1,0.6392045454545454,0.024150972466639543,2.706962007030946,7,2,0,14
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2016-11-24,2017-03-27,3671.0,technolgy,technolgy,MG,3393.0,MG,West,1,3671.0,8.20849175174038,123,0,2,0.6368876080691642,347,1,0.6342155009451795,1.5777496849714951,5.227886677621394,8,2,2,23
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,2016-11-25,2017-03-01,58.0,telecommunications,telecommunications,MG,55.0,MG,Central,1,58.0,4.07753744390572,96,0,0,0.6190476190476191,336,1,0.625,0.0245956522386061,2.52418984622735,9,2,0,40
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2016-11-25,2017-03-06,3956.0,telecommunications,telecommunications,MG,3393.0,MG,Central,1,3956.0,8.283241441385425,101,0,2,0.66875,160,1,0.625,1.6775931078607884,5.539417713926502,9,2,0,21
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2016-11-25,2017-03-01,5964.0,medical,medical,GTX,5482.0,GTX,East,1,5964.0,8.693664334532016,96,0,2,0.6550218340611353,229,1,0.6231578947368421,2.6032360110179673,5.694539957117041,4,1,1,16
S5IXY4Z9,Corliss Cosme,GTXPro,Betasoloin,Won,2016-11-25,2017-03-06,4570.0,medical,medical,,0.0,Other,East,1,4570.0,8.427487278331744,101,0,2,0.6550218340611353,229,1,0.6231578947368421,1.9947666952300656,5.520188173579745,4,3,1,45
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,2016-11-25,2017-03-27,49.0,entertainment,entertainment,MG,55.0,MG,Central,1,49.0,3.912023005428146,122,0,0,0.6311030741410488,553,1,0.6467661691542289,0.019175860494592734,2.4688897448362077,1,2,0,18
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2016-11-25,2017-03-06,65.0,technolgy,technolgy,MG,55.0,MG,East,1,65.0,4.189654742026425,101,0,0,0.6321243523316062,193,1,0.6342155009451795,0.02793618347130133,2.648382790296497,8,2,1,47
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,2016-11-26,2017-03-27,5363.0,entertainment,entertainment,MG,55.0,MG,Central,0,5363.0,8.587465244401569,121,0,2,0.6190476190476191,336,1,0.6467661691542289,2.0987783639285884,5.316049913200971,1,2,0,24
D40N5I9Y,Darcel Schlecht,GTXPro,Finhigh,Won,2016-11-26,2017-03-08,4739.0,finance,finance,,0.0,Other,Central,1,4739.0,8.463792414689122,102,0,2,0.6311030741410488,553,1,0.6117455138662317,1.9641192450768674,5.341525411801996,2,3,0,26
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,2016-11-26,2017-03-21,1080.0,technolgy,technolgy,GTX,1096.0,GTX,Central,1,1080.0,6.985641817639208,115,0,1,0.6,175,1,0.6342155009451795,0.4641704330616221,4.191385090583525,8,1,0,25
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,2016-11-26,2017-03-12,57.0,retail,retail,MG,55.0,MG,East,1,57.0,4.060443010546419,106,0,0,0.6540084388185654,237,1,0.6306235201262825,0.02392776643366977,2.6555639942392193,5,2,1,45
V9E582SK,Garret Kinder,GTX Basic,Konex,Won,2016-11-27,2017-03-16,469.0,technolgy,technolgy,GTX,550.0,GTX,East,1,469.0,6.152732694704104,109,0,0,0.6097560975609756,123,1,0.6342155009451795,0.2015703084313896,3.7516662772586002,8,1,1,41
UK0LEZRJ,Kary Hendrixson,GTX Basic,Condax,Won,2016-11-27,2017-03-03,532.0,medical,medical,GTX,550.0,GTX,West,1,532.0,6.278521424165844,96,0,0,0.6238805970149254,335,1,0.6231578947368421,0.23221354088892665,3.9170476944795865,4,1,2,29
IT10CFQH,Rosalina Dieter,GTX Basic,Konex,Won,2016-11-27,2017-03-26,538.0,technolgy,technolgy,GTX,550.0,GTX,West,1,538.0,6.289715570908998,119,0,0,0.6545454545454545,110,1,0.6342155009451795,0.231225641654771,4.116904737322253,8,1,2,15
